Ing1,Ing2,Ing3,Ing4,Rank
butter,milk,potatoes,vegetables,1
butter,milk,potatoes,carrots,1
butter,milk,potatoes,spinach leaves,1
butter,milk,potatoes,chicken stock,1
butter,milk,potatoes,meat stock,1
butter,milk,potatoes,parsley,1
butter,milk,potatoes,minced beef,1
butter,milk,potatoes,broccoli,1
butter,milk,potatoes,cauliflower,1
butter,milk,potatoes,chives,1
butter,milk,potatoes,vegetable stock,1
butter,milk,potatoes,breadcrumbs,1
butter,milk,potatoes,garlic,1
butter,milk,potatoes,parsnips,1
butter,milk,potatoes,celery,1
butter,milk,potatoes,young spinach leaves,1
butter,milk,potatoes,horseradish,1
butter,milk,potatoes,yellow split peas,1
butter,milk,potatoes,perch fillets,1
butter,milk,potatoes,coarse salt,1
butter,milk,potatoes,mustard sauce,1
butter,milk,potatoes,salmon cured,1
butter,milk,potatoes,lutefisk,1
butter,milk,potatoes,mixed seal meat,1
butter,milk,potatoes,chicken,1
butter,milk,potatoes,chicken stock,1
butter,milk,potatoes,roux,1
butter,milk,potatoes,pork,1
butter,milk,potatoes,rice porridge,1
butter,milk,potatoes,mustard powder,1
butter,milk,potatoes,beef,1
butter,milk,potatoes,parsley butter,1
butter,milk,potatoes,smoked ham,1
butter,milk,potatoes,bread flour,1
butter,milk,potatoes,wheat flour,1
butter,milk,potatoes,macaroni,1
butter,milk,potatoes,dried yellow split peas,1
butter,milk,potatoes,rye sourdough,1
butter,milk,potatoes,rice porridge filling,1
butter,milk,potatoes,white bread,1
butter,milk,potatoes,cold smoked salmon,1
butter,milk,potatoes,pastry,1
butter,milk,potatoes,fish bones,1
butter,milk,potatoes,roux,1
butter,milk,potatoes,brown mustard,1
butter,sugar,lemon,Attika vinegar,1
butter,sugar,lemon,ground cinnamon,1
butter,sugar,lemon,potato starch,1
butter,sugar,lemon,egg yolks,1
butter,sugar,lemon,vegetables,1
butter,sugar,lemon,carrots,1
butter,sugar,lemon,brown sugar,1
butter,sugar,lemon,parsley,1
butter,sugar,lemon,potatoes,1
butter,sugar,lemon,coarse salt,1
butter,sugar,lemon,floury potatoes,1
butter,sugar,lemon,parsley butter,1
butter,sugar,lemon,yeast,1
butter,sugar,lemon,pancakes,1
butter,sugar,lemon,baker ammonia,1
butter,sugar,lemon,sweet wheat bun dough,1
butter,sugar,lemon,almond paste,1
butter,sugar,lemon,pastry,1
butter,sugar,lemon,vanilla pastry cream,1
butter,sugar,lemon,sockerkaka,1
butter,sugar,lemon,ground almonds,1
butter,sugar,lemon,egg whites,1
butter,sugar,lemon,buttercream,1
butter,vanilla sugar,wheat flour,ground cinnamon,1
butter,vanilla sugar,wheat flour,egg yolks,1
butter,vanilla sugar,wheat flour,raisins,1
butter,vanilla sugar,wheat flour,yeast,1
butter,vanilla sugar,wheat flour,pancakes,1
butter,vanilla sugar,wheat flour,salted butter,1
butter,vanilla sugar,wheat flour,sweet wheat bun dough,1
butter,vanilla sugar,wheat flour,icing sugar,1
butter,vanilla sugar,wheat flour,firm set raspberry jam,1
butter,vanilla sugar,wheat flour,cocoa powder,1
butter,vanilla sugar,wheat flour,biscuit,1
butter,vanilla sugar,wheat flour,flaked almonds,1
butter,vanilla sugar,wheat flour,vanilla pastry cream,1
butter,vanilla sugar,wheat flour,raspberry jam,1
butter,vanilla sugar,wheat flour,toasted almond flakes,1
butter,vanilla sugar,wheat flour,meringue,1
butter,vanilla sugar,wheat flour,pie crust,1
butter,vanilla sugar,wheat flour,blueberries,1
butter,vanilla sugar,wheat flour,vanilla bean,1
butter,vegetables,broth,hard cheese,1
butter,vegetables,broth,sugar,1
butter,vegetables,broth,potato starch,1
butter,vegetables,broth,firm potatoes,1
butter,vegetables,broth,oil,1
butter,vegetables,broth,spinach leaves,1
butter,vegetables,broth,pork stock,1
butter,vegetables,broth,peppercorns,1
butter,vegetables,broth,fennel,1
butter,vegetables,broth,creamed cabbage,1
butter,vegetables,broth,dried marjoram,1
butter,vegetables,broth,allspice berries,1
butter,vegetables,broth,winter cabbage,1
butter,vegetables,broth,mushroom soy sauce,1
butter,vegetables,broth,broccoli,1
butter,vegetables,broth,chives,1
butter,vegetables,broth,beetroot,1
butter,vegetables,broth,red onion,1
butter,vegetables,broth,parsnips,1
butter,vegetables,broth,fresh green peas,1
butter,vegetables,broth,young spinach leaves,1
butter,vegetables,broth,fresh peas,1
butter,vegetables,broth,yellow split peas,1
butter,vegetables,broth,salmon,1
butter,vegetables,broth,fennel bulb,1
butter,vegetables,broth,sprats,1
butter,vegetables,broth,fish stock,1
butter,vegetables,broth,celeriac,1
butter,vegetables,broth,cooked fish,1
butter,vegetables,broth,sweet fried onions,1
butter,vegetables,broth,iceberg lettuce,1
butter,vegetables,broth,juniper berries,1
butter,vegetables,broth,pork,1
butter,vegetables,broth,beef and vegetable soup,1
butter,vegetables,broth,canned tomatoes,1
butter,vegetables,broth,dried marjoram,1
butter,vegetables,broth,bread flour,1
butter,vegetables,broth,tasty stock,1
butter,vegetables,broth,rolled oats,1
butter,vegetables,broth,macaroni,1
butter,vegetables,broth,shredded cabbage,1
butter,vegetables,broth,meat and bones,1
butter,onion,potatoes,caraway,1
butter,onion,potatoes,sugar,1
butter,onion,potatoes,carrots,1
butter,onion,potatoes,spinach leaves,1
butter,onion,potatoes,nutmeg,1
butter,onion,potatoes,chicken stock,1
butter,onion,potatoes,pork stock,1
butter,onion,potatoes,bay leaf,1
butter,onion,potatoes,black pepper,1
butter,onion,potatoes,minced beef,1
butter,onion,potatoes,mushroom soy sauce,1
butter,onion,potatoes,broccoli,1
butter,onion,potatoes,cauliflower,1
butter,onion,potatoes,vegetable stock,1
butter,onion,potatoes,short grain rice,1
butter,onion,potatoes,breadcrumbs,1
butter,onion,potatoes,dill,1
butter,onion,potatoes,garlic,1
butter,onion,potatoes,parsnips,1
butter,onion,potatoes,celery,1
butter,onion,potatoes,fresh green peas,1
butter,onion,potatoes,young spinach leaves,1
butter,onion,potatoes,fresh peas,1
butter,onion,potatoes,thyme,1
butter,onion,potatoes,whole fish,1
butter,onion,potatoes,salmon,1
butter,onion,potatoes,coarse salt,1
butter,onion,potatoes,sprats,1
butter,onion,potatoes,salted cod,1
butter,onion,potatoes,cod,1
butter,onion,potatoes,smoked bacon,1
butter,onion,potatoes,mixed seal meat,1
butter,onion,potatoes,chicken,1
butter,onion,potatoes,chicken stock,1
butter,onion,potatoes,roux,1
butter,onion,potatoes,grouse,1
butter,onion,potatoes,carcasses,1
butter,onion,potatoes,mustard powder,1
butter,onion,potatoes,smoked ham,1
butter,onion,potatoes,beer,1
butter,onion,potatoes,mutton,1
butter,onion,potatoes,macaroni,1
butter,onion,potatoes,caraway,1
butter,onion,potatoes,rye dough,1
butter,onion,potatoes,cold smoked salmon,1
butter,onion,potatoes,dill fronds,1
butter,onion,potatoes,pastry,1
butter,onion,potatoes,fish bones,1
butter,onion,potatoes,roux,1
butter,potatoes,floury potatoes,egg,1
butter,potatoes,floury potatoes,hard cheese,1
butter,potatoes,floury potatoes,buttermilk,1
butter,potatoes,floury potatoes,potato starch,1
butter,potatoes,floury potatoes,broth,1
butter,potatoes,floury potatoes,pork stock,1
butter,potatoes,floury potatoes,peppercorns,1
butter,potatoes,floury potatoes,bay leaf,1
butter,potatoes,floury potatoes,lemon,1
butter,potatoes,floury potatoes,meat stock,1
butter,potatoes,floury potatoes,bay leaves,1
butter,potatoes,floury potatoes,black pepper,1
butter,potatoes,floury potatoes,minced beef,1
butter,potatoes,floury potatoes,mixed root vegetables,1
butter,potatoes,floury potatoes,swede,1
butter,potatoes,floury potatoes,beetroot,1
butter,potatoes,floury potatoes,parsnips,1
butter,potatoes,floury potatoes,mustard sauce,1
butter,potatoes,floury potatoes,white fish,1
butter,potatoes,floury potatoes,salted cod,1
butter,potatoes,floury potatoes,cod,1
butter,potatoes,floury potatoes,smoked bacon,1
butter,potatoes,floury potatoes,cooked fish,1
butter,potatoes,floury potatoes,mixed seal meat,1
butter,potatoes,floury potatoes,roux,1
butter,potatoes,floury potatoes,beef brisket,1
butter,potatoes,floury potatoes,mustard powder,1
butter,potatoes,floury potatoes,smoked ham,1
butter,potatoes,floury potatoes,fried salt pork,1
butter,potatoes,floury potatoes,mutton,1
butter,potatoes,floury potatoes,salt pork fried,1
butter,potatoes,floury potatoes,macaroni,1
butter,potatoes,floury potatoes,ground almonds,1
butter,potatoes,floury potatoes,fish bones,1
butter,potatoes,floury potatoes,roux,1
butter,potatoes,floury potatoes,brown mustard,1
butter,bread flour,wheat flour,cream,1
butter,bread flour,wheat flour,buttermilk,1
butter,bread flour,wheat flour,cinnamon stick,1
butter,bread flour,wheat flour,oil,1
butter,bread flour,wheat flour,broth,1
butter,bread flour,wheat flour,olive oil,1
butter,bread flour,wheat flour,mushroom soy sauce,1
butter,bread flour,wheat flour,breadcrumbs,1
butter,bread flour,wheat flour,coarse rye flour,1
butter,bread flour,wheat flour,salmon,1
butter,bread flour,wheat flour,pickled herring,1
butter,bread flour,wheat flour,dried bitter orange peel,1
butter,bread flour,wheat flour,salmon cured,1
butter,bread flour,wheat flour,raisins,1
butter,bread flour,wheat flour,dark beer,1
butter,bread flour,wheat flour,beer,1
butter,bread flour,wheat flour,rye sourdough,1
butter,bread flour,wheat flour,wort,1
butter,bread flour,wheat flour,ground rye malt,1
butter,bread flour,wheat flour,meat pastry,1
butter,bread flour,wheat flour,pearl sugar,1
butter,bread flour,wheat flour,white icing,1
butter,bread flour,wheat flour,white icing,1
butter,bread flour,wheat flour,poppy,1
butter,bread flour,wheat flour,pistachios,1
butter,bread flour,wheat flour,bicarbonate of soda,1
butter,bread flour,wheat flour,almond biscuit batter,1
butter,bread flour,wheat flour,dark chocolate,1
butter,bread flour,wheat flour,chopped almonds,1
butter,bread flour,wheat flour,raspberry jam,1
butter,bread flour,wheat flour,cassia cinnamon stick,1
butter,bread flour,wheat flour,brown cheese,1
vegetables,carrots,onion,potato starch,1
vegetables,carrots,onion,egg yolks,1
vegetables,carrots,onion,spinach leaves,1
vegetables,carrots,onion,nutmeg,1
vegetables,carrots,onion,chicken stock,1
vegetables,carrots,onion,fennel,1
vegetables,carrots,onion,brown sugar,1
vegetables,carrots,onion,creamed cabbage,1
vegetables,carrots,onion,dried marjoram,1
vegetables,carrots,onion,minced beef,1
vegetables,carrots,onion,red wine vinegar,1
vegetables,carrots,onion,chives,1
vegetables,carrots,onion,sprouts,1
vegetables,carrots,onion,pickling liquor,1
vegetables,carrots,onion,vegetable stock,1
vegetables,carrots,onion,short grain rice,1
vegetables,carrots,onion,ginger,1
vegetables,carrots,onion,beetroot,1
vegetables,carrots,onion,dill,1
vegetables,carrots,onion,button mushrooms,1
vegetables,carrots,onion,salted mushrooms,1
vegetables,carrots,onion,red onion,1
vegetables,carrots,onion,parsnips,1
vegetables,carrots,onion,fresh green peas,1
vegetables,carrots,onion,young spinach leaves,1
vegetables,carrots,onion,whole fish,1
vegetables,carrots,onion,salmon,1
vegetables,carrots,onion,fennel bulb,1
vegetables,carrots,onion,coarse salt,1
vegetables,carrots,onion,mustard sauce,1
vegetables,carrots,onion,salted herrings,1
vegetables,carrots,onion,sprats,1
vegetables,carrots,onion,salmon fillet,1
vegetables,carrots,onion,sweet fried onions,1
vegetables,carrots,onion,chicken,1
vegetables,carrots,onion,chicken stock,1
vegetables,carrots,onion,hen,1
vegetables,carrots,onion,juniper berries,1
vegetables,carrots,onion,bone in pork belly,1
vegetables,carrots,onion,black pudding,1
vegetables,carrots,onion,hoppy lager,1
vegetables,carrots,onion,beef chuck,1
vegetables,carrots,onion,beef brisket,1
vegetables,carrots,onion,mustard powder,1
vegetables,carrots,onion,beef silverside,1
vegetables,carrots,onion,soup dumplings,1
vegetables,carrots,onion,pork shoulder,1
vegetables,carrots,onion,oxtail,1
vegetables,carrots,onion,light lager,1
vegetables,carrots,onion,canned tomatoes,1
vegetables,carrots,onion,dried marjoram,1
vegetables,carrots,onion,dark beer,1
vegetables,carrots,onion,beer,1
vegetables,carrots,onion,macaroni,1
vegetables,carrots,onion,white bread,1
vegetables,carrots,onion,shredded cabbage,1
vegetables,carrots,onion,gelatine,1
vegetables,carrots,onion,sugar syrup,1
vegetables,carrots,onion,fish bones,1
vegetables,carrots,onion,brown mustard,1
vegetables,carrots,onion,pickling liquor,1
vegetables,carrots,onion,apple juice,1
peppercorns,vinegar,white vinegar,pickled dill,1
peppercorns,vinegar,white vinegar,hard cheese,1
peppercorns,vinegar,white vinegar,milk,1
peppercorns,vinegar,white vinegar,sugar juice,1
peppercorns,vinegar,white vinegar,broth,1
peppercorns,vinegar,white vinegar,fennel,1
peppercorns,vinegar,white vinegar,cheese,1
peppercorns,vinegar,white vinegar,red wine vinegar,1
peppercorns,vinegar,white vinegar,apples,1
peppercorns,vinegar,white vinegar,broccoli,1
peppercorns,vinegar,white vinegar,chives,1
peppercorns,vinegar,white vinegar,sprouts,1
peppercorns,vinegar,white vinegar,breadcrumbs,1
peppercorns,vinegar,white vinegar,red onion,1
peppercorns,vinegar,white vinegar,garlic,1
peppercorns,vinegar,white vinegar,celery,1
peppercorns,vinegar,white vinegar,brined cucumber,1
peppercorns,vinegar,white vinegar,ground mace,1
peppercorns,vinegar,white vinegar,eel,1
peppercorns,vinegar,white vinegar,flat fish,1
peppercorns,vinegar,white vinegar,fennel bulb,1
peppercorns,vinegar,white vinegar,mustard sauce,1
peppercorns,vinegar,white vinegar,salted herrings,1
peppercorns,vinegar,white vinegar,sprats,1
peppercorns,vinegar,white vinegar,prunes,1
peppercorns,vinegar,white vinegar,juniper berries,1
peppercorns,vinegar,white vinegar,pitted prunes,1
peppercorns,vinegar,white vinegar,pig kidneys,1
peppercorns,vinegar,white vinegar,hoppy lager,1
peppercorns,vinegar,white vinegar,mustard powder,1
peppercorns,vinegar,white vinegar,beef silverside,1
peppercorns,vinegar,white vinegar,beef,1
peppercorns,vinegar,white vinegar,meat patties,1
peppercorns,vinegar,white vinegar,veal breast,1
peppercorns,vinegar,white vinegar,lamb neck,1
peppercorns,vinegar,white vinegar,bread flour,1
peppercorns,vinegar,white vinegar,liver,1
peppercorns,vinegar,white vinegar,heart,1
peppercorns,vinegar,white vinegar,kidneys,1
peppercorns,vinegar,white vinegar,tongue,1
peppercorns,vinegar,white vinegar,mutton,1
peppercorns,vinegar,white vinegar,salted butter,1
peppercorns,vinegar,white vinegar,white bread,1
peppercorns,vinegar,white vinegar,gelatine,1
peppercorns,vinegar,white vinegar,yellow mustard,1
peppercorns,vinegar,white vinegar,pickling cucumbers,1
peppercorns,vinegar,white vinegar,dill flowers,1
bay leaf,onion,thyme,sugar,1
bay leaf,onion,thyme,ham stock,1
bay leaf,onion,thyme,cabbage,1
bay leaf,onion,thyme,cheese,1
bay leaf,onion,thyme,allspice berries,1
bay leaf,onion,thyme,winter cabbage,1
bay leaf,onion,thyme,cauliflower,1
bay leaf,onion,thyme,chives,1
bay leaf,onion,thyme,vegetable stock,1
bay leaf,onion,thyme,potatoes,1
bay leaf,onion,thyme,beetroot,1
bay leaf,onion,thyme,red onion,1
bay leaf,onion,thyme,horseradish,1
bay leaf,onion,thyme,ground mace,1
bay leaf,onion,thyme,eel,1
bay leaf,onion,thyme,salmon,1
bay leaf,onion,thyme,dry white wine,1
bay leaf,onion,thyme,whole trout,1
bay leaf,onion,thyme,white fish,1
bay leaf,onion,thyme,pearl barley,1
bay leaf,onion,thyme,hen,1
bay leaf,onion,thyme,grouse,1
bay leaf,onion,thyme,carcasses,1
bay leaf,onion,thyme,cabbage,1
bay leaf,onion,thyme,veal breast,1
bay leaf,onion,thyme,pearl barley,1
bay leaf,onion,thyme,brined ham,1
bay leaf,onion,thyme,brown cheese,1
vinegar,onion,white vinegar,hard cheese,1
vinegar,onion,white vinegar,milk,1
vinegar,onion,white vinegar,golden syrup,1
vinegar,onion,white vinegar,oil,1
vinegar,onion,white vinegar,fennel,1
vinegar,onion,white vinegar,brown sugar,1
vinegar,onion,white vinegar,cabbage,1
vinegar,onion,white vinegar,cheese,1
vinegar,onion,white vinegar,lamb,1
vinegar,onion,white vinegar,black pepper,1
vinegar,onion,white vinegar,winter cabbage,1
vinegar,onion,white vinegar,mustard,1
vinegar,onion,white vinegar,mushroom soy sauce,1
vinegar,onion,white vinegar,red wine vinegar,1
vinegar,onion,white vinegar,cloves,1
vinegar,onion,white vinegar,apples,1
vinegar,onion,white vinegar,broccoli,1
vinegar,onion,white vinegar,chives,1
vinegar,onion,white vinegar,sprouts,1
vinegar,onion,white vinegar,pickling liquor,1
vinegar,onion,white vinegar,vegetable stock,1
vinegar,onion,white vinegar,breadcrumbs,1
vinegar,onion,white vinegar,mayonnaise,1
vinegar,onion,white vinegar,celery,1
vinegar,onion,white vinegar,horseradish,1
vinegar,onion,white vinegar,whole burbot,1
vinegar,onion,white vinegar,ground mace,1
vinegar,onion,white vinegar,salmon,1
vinegar,onion,white vinegar,dry white wine,1
vinegar,onion,white vinegar,fennel bulb,1
vinegar,onion,white vinegar,lampreys,1
vinegar,onion,white vinegar,coarse salt,1
vinegar,onion,white vinegar,mustard sauce,1
vinegar,onion,white vinegar,pickled herring,1
vinegar,onion,white vinegar,salted herrings,1
vinegar,onion,white vinegar,salmon fillet,1
vinegar,onion,white vinegar,cooked fish,1
vinegar,onion,white vinegar,boiled shrimp,1
vinegar,onion,white vinegar,iceberg lettuce,1
vinegar,onion,white vinegar,prunes,1
vinegar,onion,white vinegar,juniper berries,1
vinegar,onion,white vinegar,pitted prunes,1
vinegar,onion,white vinegar,cabbage,1
vinegar,onion,white vinegar,pig kidneys,1
vinegar,onion,white vinegar,hoppy lager,1
vinegar,onion,white vinegar,beef chuck,1
vinegar,onion,white vinegar,mustard powder,1
vinegar,onion,white vinegar,beef silverside,1
vinegar,onion,white vinegar,braising beef,1
vinegar,onion,white vinegar,meat patties,1
vinegar,onion,white vinegar,lamb shoulder,1
vinegar,onion,white vinegar,veal breast,1
vinegar,onion,white vinegar,lamb stock,1
vinegar,onion,white vinegar,heart,1
vinegar,onion,white vinegar,kidneys,1
vinegar,onion,white vinegar,tongue,1
vinegar,onion,white vinegar,mutton,1
vinegar,onion,white vinegar,salted butter,1
vinegar,onion,white vinegar,white bread,1
vinegar,onion,white vinegar,gelatine,1
vinegar,onion,white vinegar,sugar syrup,1
vinegar,onion,white vinegar,fish bones,1
vinegar,onion,white vinegar,brown mustard,1
vinegar,onion,white vinegar,pickling liquor,1
vinegar,onion,white vinegar,apple juice,1
vinegar,mustard,white vinegar,pickled dill,1
vinegar,mustard,white vinegar,hard cheese,1
vinegar,mustard,white vinegar,milk,1
vinegar,mustard,white vinegar,curly kale,1
vinegar,mustard,white vinegar,vinaigrette,1
vinegar,mustard,white vinegar,olive oil,1
vinegar,mustard,white vinegar,nutty rapeseed oil,1
vinegar,mustard,white vinegar,lamb,1
vinegar,mustard,white vinegar,onion,1
vinegar,mustard,white vinegar,mushroom soy sauce,1
vinegar,mustard,white vinegar,red wine vinegar,1
vinegar,mustard,white vinegar,cloves,1
vinegar,mustard,white vinegar,broccoli,1
vinegar,mustard,white vinegar,cauliflower,1
vinegar,mustard,white vinegar,sprouts,1
vinegar,mustard,white vinegar,garlic,1
vinegar,mustard,white vinegar,asparagus spears,1
vinegar,mustard,white vinegar,brined cucumber,1
vinegar,mustard,white vinegar,ground mace,1
vinegar,mustard,white vinegar,cooked fish,1
vinegar,mustard,white vinegar,chicken,1
vinegar,mustard,white vinegar,salad dressing,1
vinegar,mustard,white vinegar,juniper berries,1
vinegar,mustard,white vinegar,hoppy lager,1
vinegar,mustard,white vinegar,mustard powder,1
vinegar,mustard,white vinegar,beef silverside,1
vinegar,mustard,white vinegar,beef,1
vinegar,mustard,white vinegar,lamb neck,1
vinegar,mustard,white vinegar,bread flour,1
vinegar,mustard,white vinegar,mutton,1
vinegar,mustard,white vinegar,dill fronds,1
vinegar,mustard,white vinegar,sugar syrup,1
vinegar,mustard,white vinegar,pickling cucumbers,1
vinegar,mustard,white vinegar,dill flowers,1
vinegar,mustard,white vinegar,brown cheese,1
flour,coarse rye flour,coarse salt,hard cheese,1
flour,coarse rye flour,coarse salt,buttermilk,1
flour,coarse rye flour,coarse salt,cream liquid rennet,1
flour,coarse rye flour,coarse salt,potato starch,1
flour,coarse rye flour,coarse salt,broth,1
flour,coarse rye flour,coarse salt,pork stock,1
flour,coarse rye flour,coarse salt,lemon,1
flour,coarse rye flour,coarse salt,onion,1
flour,coarse rye flour,coarse salt,cauliflower,1
flour,coarse rye flour,coarse salt,swede,1
flour,coarse rye flour,coarse salt,potatoes,1
flour,coarse rye flour,coarse salt,sour cream,1
flour,coarse rye flour,coarse salt,mustard sauce,1
flour,coarse rye flour,coarse salt,dried bitter orange peel,1
flour,coarse rye flour,coarse salt,floury potatoes,1
flour,coarse rye flour,coarse salt,pearl barley,1
flour,coarse rye flour,coarse salt,pork,1
flour,coarse rye flour,coarse salt,beef,1
flour,coarse rye flour,coarse salt,pork back fat,1
flour,coarse rye flour,coarse salt,pearl barley,1
flour,coarse rye flour,coarse salt,orange,1
flour,coarse rye flour,coarse salt,mixed rye and pine bark flour,1
flour,coarse rye flour,coarse salt,graham flour,1
flour,coarse rye flour,coarse salt,pearl sugar,1
flour,coarse rye flour,coarse salt,sugar syrup,1
flour,coarse rye flour,coarse salt,liquid rennet,1
flour,coarse rye flour,coarse salt,brown mustard,1
flour,coarse rye flour,coarse salt,brown cheese,1
flour,coarse salt,rye flour,hard cheese,1
flour,coarse salt,rye flour,buttermilk,1
flour,coarse salt,rye flour,cream liquid rennet,1
flour,coarse salt,rye flour,potato starch,1
flour,coarse salt,rye flour,broth,1
flour,coarse salt,rye flour,pork stock,1
flour,coarse salt,rye flour,lemon,1
flour,coarse salt,rye flour,onion,1
flour,coarse salt,rye flour,cauliflower,1
flour,coarse salt,rye flour,swede,1
flour,coarse salt,rye flour,potatoes,1
flour,coarse salt,rye flour,sour cream,1
flour,coarse salt,rye flour,mustard sauce,1
flour,coarse salt,rye flour,dried bitter orange peel,1
flour,coarse salt,rye flour,floury potatoes,1
flour,coarse salt,rye flour,pearl barley,1
flour,coarse salt,rye flour,pork,1
flour,coarse salt,rye flour,beef,1
flour,coarse salt,rye flour,pork back fat,1
flour,coarse salt,rye flour,pearl barley,1
flour,coarse salt,rye flour,orange,1
flour,coarse salt,rye flour,mixed rye and pine bark flour,1
flour,coarse salt,rye flour,graham flour,1
flour,coarse salt,rye flour,pearl sugar,1
flour,coarse salt,rye flour,sugar syrup,1
flour,coarse salt,rye flour,liquid rennet,1
flour,coarse salt,rye flour,brown mustard,1
flour,coarse salt,rye flour,brown cheese,1
flour,rye flour,wheat flour,sugar,1
flour,rye flour,wheat flour,buttermilk,1
flour,rye flour,wheat flour,nutmeg,1
flour,rye flour,wheat flour,pork stock,1
flour,rye flour,wheat flour,meat stock,1
flour,rye flour,wheat flour,dried marjoram,1
flour,rye flour,wheat flour,black pepper,1
flour,rye flour,wheat flour,minced beef,1
flour,rye flour,wheat flour,mushroom soy sauce,1
flour,rye flour,wheat flour,ginger,1
flour,rye flour,wheat flour,thin pancake batter,1
flour,rye flour,wheat flour,salmon,1
flour,rye flour,wheat flour,pickled herring,1
flour,rye flour,wheat flour,dried bitter orange peel,1
flour,rye flour,wheat flour,salmon cured,1
flour,rye flour,wheat flour,raisins,1
flour,rye flour,wheat flour,smoked bacon,1
flour,rye flour,wheat flour,mixed seal meat,1
flour,rye flour,wheat flour,black pudding,1
flour,rye flour,wheat flour,beef,1
flour,rye flour,wheat flour,smoked ham,1
flour,rye flour,wheat flour,dried marjoram,1
flour,rye flour,wheat flour,dark beer,1
flour,rye flour,wheat flour,fried salt pork,1
flour,rye flour,wheat flour,pork back fat,1
flour,rye flour,wheat flour,pancakes,1
flour,rye flour,wheat flour,mutton,1
flour,rye flour,wheat flour,salt pork fried,1
flour,rye flour,wheat flour,macaroni,1
flour,rye flour,wheat flour,rye sourdough,1
flour,rye flour,wheat flour,wort,1
flour,rye flour,wheat flour,rye kernels,1
flour,rye flour,wheat flour,ground rye malt,1
flour,rye flour,wheat flour,salted butter,1
flour,rye flour,wheat flour,wholemeal flour,1
flour,rye flour,wheat flour,white bread,1
flour,rye flour,wheat flour,meat pastry,1
flour,rye flour,wheat flour,baker ammonia,1
flour,rye flour,wheat flour,cardamom,1
flour,rye flour,wheat flour,pastry,1
flour,rye flour,wheat flour,dark chocolate,1
flour,rye flour,wheat flour,thin pancakes,1
flour,rye flour,wheat flour,sugar syrup,1
onion,pork,beef,potato starch,1
onion,pork,beef,egg yolks,1
onion,pork,beef,firm potatoes,1
onion,pork,beef,winter onions,1
onion,pork,beef,carrots,1
onion,pork,beef,bay leaf,1
onion,pork,beef,brown sugar,1
onion,pork,beef,summer cabbage,1
onion,pork,beef,bay leaves,1
onion,pork,beef,dried marjoram,1
onion,pork,beef,parsley,1
onion,pork,beef,lard,1
onion,pork,beef,winter cabbage,1
onion,pork,beef,cloves,1
onion,pork,beef,broccoli,1
onion,pork,beef,ginger,1
onion,pork,beef,bacon,1
onion,pork,beef,red onion,1
onion,pork,beef,garlic,1
onion,pork,beef,horseradish,1
onion,pork,beef,thyme,1
onion,pork,beef,coarse rye flour,1
onion,pork,beef,coarse salt,1
onion,pork,beef,mustard sauce,1
onion,pork,beef,strong unsweetened mustard,1
onion,pork,beef,capers,1
onion,pork,beef,floury potatoes,1
onion,pork,beef,mixed seal meat,1
onion,pork,beef,chicken,1
onion,pork,beef,chicken liver,1
onion,pork,beef,rice porridge,1
onion,pork,beef,beef chuck,1
onion,pork,beef,mustard powder,1
onion,pork,beef,light lager,1
onion,pork,beef,lamb stock,1
onion,pork,beef,smoked ham,1
onion,pork,beef,boiled meatballs,1
onion,pork,beef,blood,1
onion,pork,beef,lard,1
onion,pork,beef,dried marjoram,1
onion,pork,beef,pig blood,1
onion,pork,beef,cow blood,1
onion,pork,beef,beer,1
onion,pork,beef,liver,1
onion,pork,beef,falu sausage,1
onion,pork,beef,pork liver,1
onion,pork,beef,wheat flour,1
onion,pork,beef,macaroni,1
onion,pork,beef,rye dough,1
onion,pork,beef,rice porridge filling,1
onion,pork,beef,salted butter,1
onion,pork,beef,pearl sugar,1
onion,pork,beef,brown mustard,1
onion,pork,beef,brown cheese,1
coarse rye flour,coarse salt,rye flour,hard cheese,1
coarse rye flour,coarse salt,rye flour,buttermilk,1
coarse rye flour,coarse salt,rye flour,cream liquid rennet,1
coarse rye flour,coarse salt,rye flour,potato starch,1
coarse rye flour,coarse salt,rye flour,broth,1
coarse rye flour,coarse salt,rye flour,pork stock,1
coarse rye flour,coarse salt,rye flour,lemon,1
coarse rye flour,coarse salt,rye flour,onion,1
coarse rye flour,coarse salt,rye flour,cauliflower,1
coarse rye flour,coarse salt,rye flour,swede,1
coarse rye flour,coarse salt,rye flour,potatoes,1
coarse rye flour,coarse salt,rye flour,sour cream,1
coarse rye flour,coarse salt,rye flour,mustard sauce,1
coarse rye flour,coarse salt,rye flour,dried bitter orange peel,1
coarse rye flour,coarse salt,rye flour,floury potatoes,1
coarse rye flour,coarse salt,rye flour,pearl barley,1
coarse rye flour,coarse salt,rye flour,pork,1
coarse rye flour,coarse salt,rye flour,beef,1
coarse rye flour,coarse salt,rye flour,pork back fat,1
coarse rye flour,coarse salt,rye flour,pearl barley,1
coarse rye flour,coarse salt,rye flour,orange,1
coarse rye flour,coarse salt,rye flour,mixed rye and pine bark flour,1
coarse rye flour,coarse salt,rye flour,graham flour,1
coarse rye flour,coarse salt,rye flour,pearl sugar,1
coarse rye flour,coarse salt,rye flour,sugar syrup,1
coarse rye flour,coarse salt,rye flour,liquid rennet,1
coarse rye flour,coarse salt,rye flour,brown mustard,1
coarse rye flour,coarse salt,rye flour,brown cheese,1
